X,Y
6.402794310936099,3.598148937207719
5.58685709380027,7.190455625809978
4.009463674869312,4.433702270397228
5.099651365087642,4.496524345883801
3.4493365689338673,5.068562974806027
3.937696286273895,5.473592430635182
4.080575765766197,6.54993440501754
4.216746707663763,4.677938483794325
5.81351721736967,3.769135683566045
5.22745993460413,6.307142754282428
3.3925167654387725,5.184633858532305
5.259882794248424,5.78182287177731
3.763049289121918,3.6795433869157237
5.521941565616897,5.296984673233186
5.250492850345877,5.346448209496976
4.319975278421509,5.232253697161004
5.293072473298682,4.285648581973632
6.865774511144757,5.4738329209117875
3.8086965027973516,5.65655360863383
4.025318329772679,5.787084603742452
6.158595579007404,4.179317681648289
5.963376129244322,5.412780926936498
5.82206015999449,6.896792982653947
4.754611883997129,4.246263835642511
4.110485570374477,4.184189715034561
4.922898290585896,5.341151974816644
5.276690799330019,5.827183249036024
5.013001891877907,6.453534077157316
4.735343166762044,7.720169166589619
5.625667347765006,4.142842443583717
3.929107501938888,5.482472415243185
4.776537214674149,5.714000494092092
5.473237624573545,4.927171087343127
4.153206281931595,3.4851527753141354
4.553485047932979,5.856398794323472
5.214093744130204,3.754261221288012
5.173180925851182,5.3853173797288365
4.116142563798867,5.153725105945528
5.058208718446,3.8570297021693767
10.357787360348283,10.560784526368234
11.083051243175277,11.053802052034904
8.622330632042909,9.062174960084878
10.51503526720866,10.513785950912208
10.515047686306048,13.85273149065472
10.570890510693166,11.135565640180598
10.954001763493203,10.651391251305798
9.684730755359654,10.758969220493267
9.227174785462427,9.763181393259991
9.514636452170896,10.081874139386322
12.314658566673508,8.132734807408251
10.686260190374513,8.387284128810348
9.528068134210567,11.088950596967367
10.064280019095463,8.922255222070694
9.284696290740031,10.679597748934675
9.269633368282863,10.216458589581976
10.045571839903813,9.348399652394184
12.143944089325325,10.633919022318011
7.974857413342393,10.186454314769428
9.338213535231612,10.852433334796224
9.207479261567299,9.8852635585331
10.504987278980456,10.865755194170122
8.799703592944224,9.665498764159052
9.525054688839043,9.346670767426287
11.765454240281096,10.404981710960955
8.739116045664955,10.917861947054776
12.122156197012632,11.032465260551147
8.480630034045987,9.51576592713375
11.266911149186623,9.29233053438122
10.443819428146229,10.774634053429336
9.073069528421916,9.9404746439382
6.758732659930928,8.97561235866571
9.74743184860684,8.752216818035151
11.632411303931635,8.569858622039368
9.559955513303017,10.130740577286092
11.441273289066116,8.564137848820561
11.16316375215496,10.010233061019587
9.018491348952049,10.462103474263271
10.199059695573471,9.399783122841205
10.06980208499002,9.61468640313824
10.113517345251248,10.662130674521046
11.586016816145353,8.76218450117315
12.133033374656266,8.047912200477498
9.848214904964417,10.588317206484577
10.280991867735032,9.377300480179406
9.791877749642724,9.506999065341168
9.410635243055788,10.849602097021025
10.357015485965047,9.307090404739347
10.899599875433251,10.30729952087661
10.81286211883896,10.629628841923612
9.171004989077927,9.43981895980303
10.747293605123263,10.610370265433465
9.979098406035853,10.117327383308782
11.277664895788424,9.40842861116417
10.547097381170039,9.797807347566106
9.78231879677278,11.09877685198719
10.82541634898803,10.813509636000639
11.30547880715433,10.021003841632758
10.681952971294963,9.689733243406543
10.324166352488442,9.869856945632316
10.096995964992718,10.595157025436913
9.181779316766528,12.09238727568546
8.993982618500297,8.785811387212268
11.158110873500068,10.791662693962936
10.624119817052154,10.62834550926428
9.987753227153085,9.10274562851417
10.075804558193726,9.322838288487889
10.97511973341775,9.852942618497861
9.174502803207488,9.678614158347006
10.412931454275624,9.436275447196024
9.177779604433569,10.243687211491912
10.244966571108723,9.49305682462887
9.528961694381676,10.232049937357637
8.551915658502676,8.592536225623444
9.281555778747563,9.786552848288153
10.310907565598004,11.475356216949551
10.85765962320202,9.840061470036574
9.98098379209731,8.997470635362191
9.98148686400761,9.711341361079862
10.322718560338089,9.172769056447677
10.519346514241173,11.532738913002579
9.891239851543142,10.401711722098941
10.690143991711112,9.598779528114164
10.224092481810416,10.012592400781795
10.097676098548831,9.226990216144534
10.024510174258943,10.49799829124545
11.451143607795041,10.959270826085207
12.153182457511557,9.23265243711195
10.872320636720678,10.183342005738352
12.189802933217672,9.191701714644848
9.160278157819224,9.400607354555978
7.876104275690193,9.47424497831924
9.240867338446302,10.150393786476208
10.34175597577716,11.876170839215886
10.950423838186051,9.423096344337598
9.101585328651643,10.491919171506506
8.679766792979358,11.831458765854354
11.179440120721287,9.530824347895296
8.286865470909122,11.353872374165412
9.885460154747381,11.23781631197346
6.222292535064978,4.101106078960593
0.8456324497639067,12.970835643825799
12.193515136951163,14.995765099291958
14.94955255610858,8.331475584039412
11.534811227707657,14.17148594823642
12.744710860161172,3.710221526147965
6.758162029651403,1.9373912272724247
14.310765408880835,9.0926195167632
3.4296420825519407,10.075510266087852
9.271923606868437,5.372440770492608
